Site,Grp,FR.09,NIS.09,FR.17,NIS.17,PNIS.Prop,RD.09,RD.17,Lat,Long,Owner,Area.2007,Area.2017,Area.Change,RdDens.1KM,Conn,Invasive,Richness.09,PNIS.Tot,PNIS.T,FR.T,RD.T,Rich.T
SCAFE-E,12,4,2,6,3,0.5,0.22853397,0.229045053,48.492,-123.485,CRD,5.028,5.028,0,5.43,881894,Low,99,0.35,0.06,2,0.000511083,20
SCAFE-W,12,3,2,2,1,0.666666667,0.229651036,,48.492,-123.489,CRD,1.843,1.649,0.11,8.33,533719.8,None,76,0.38,-0.08,-1,-0.229651036,10
SEYMOUR-S,12,4,2,5,2,0.5,0.2101394,0.203192958,48.464,-123.465,CRD,3.267,3.022,0.07,3.44,2342245,None,106,0.39,-0.02,1,-0.006946442,17
STEWART,12,3,2,4,2,0.666666667,0.229651036,0.2101394,48.496,-123.493,CRD,6.524,5.833,0.11,0.69,476104.7,None,105,0.33,0.02,1,-0.019511636,17
SUMMIT,12,6,3,5,3,0.5,0.192747457,0.205410937,48.446,-123.354,City of Victoria,5.882,4.961,0.16,11.26,33108.48,High,92,0.73,0.03,-1,0.01266348,6
XMAS,12,7,4,8,5,0.571428571,0.225113798,0.218384388,48.474,-123.377,Christmas Hill Nature Sanctuary,8.721,8.721,0,3.44,65270.2,High,112,0.55,0.03,1,-0.00672941,9
ALBERT,13,4,0,5,1,0,0.233972243,0.203854742,48.391,-123.49,DND,1.173,1.068,0.09,8.44,109130.2,Low,84,0.51,0,1,-0.030117501,-1
BEAR-A,13,2,0,4,1,0,,0.202776227,48.546,-123.409,CRD,2.146,1.824,0.15,3.64,50181.04,None,78,0.4,0.02,2,0.202776227,14
BEAR-E,13,3,0,4,0,0,0.212802704,0.222037859,48.546,-123.405,CRD,4.477,3.639,0.19,3.93,28970.14,Low,96,0.35,-0.01,1,0.009235156,-1
BOULDER-E,13,4,0,6,1,0,0.233972243,0.217359638,48.505,-123.372,Saanich,1.73,1.68,0.03,4.52,25283.02,None,94,0.44,0.02,2,-0.016612605,25
BOULDER-W,13,4,0,4,0,0,0.233972243,0.224486447,48.505,-123.375,Saanich,1.113,1.067,0.04,10.17,27006.47,None,79,0.37,0.08,0,-0.009485797,15
CAMROSE,13,,,,,,,,48.454,-123.352,Saanich,1.477,1.104,0.25,1.97,69018.49,Low,66,0.7,-0.02,0,0,-3
CEDAR,13,2,0,1,1,0,,,48.458,-123.347,Saanich,2.766,2.369,0.14,3.58,77929.92,High,68,0.62,0.04,-1,0,19
CHATTER,13,2,0,3,0,0,,0.206468328,48.491,-123.385,Saanich,1.223,1.089,0.11,2.14,15888.79,Med,84,0.64,-0.06,1,0.206468328,9
DEAN-E,13,4,0,3,0,0,0.233972243,0.222976815,48.61,-123.443,BC Parks,0.725,0.725,0,7.95,17421.59,High,82,0.33,0.04,-1,-0.010995428,8
DEAN-P,13,4,0,5,0,0,0.233972243,0.231030724,48.612,-123.442,BC Parks,0.769,0.769,0,9.85,17872.01,High,85,0.29,0.01,1,-0.002941519,0
FKING-N,13,4,0,6,1,0,0.233972243,0.217359638,48.487,-123.442,CRD,1.355,0.987,0.27,1.74,409167.9,None,80,0.33,0.06,2,-0.016612605,14
FKING-S,13,3,0,5,1,0,0.212802704,0.209498338,48.477,-123.45,CRD,1.202,1.202,0,2.58,2171374,None,81,0.36,0.05,2,-0.003304366,10
GARIBALDI-W,13,4,0,4,0,0,0.233972243,0.224486447,48.337,-123.58,DND,5.89,5.86,0.01,1.08,82461.15,None,95,0.28,0.04,0,-0.009485797,21
GONZALES,13,4,2,5,2,0.5,0.236430369,0.249372627,48.414,-123.325,CRD,1.312,1.101,0.16,2.22,28234.75,Low,95,0.61,0.06,1,0.012942258,1
GORE,13,3,0,3,0,0,0.212802704,0.212802704,48.567,-123.455,CRD,1.548,1.34,0.13,6.1,39619.77,High,101,0.39,0,0,0,-2
HORTH,13,3,0,2,0,0,0.233443376,,48.683,-123.432,CRD,1.216,0.871,0.28,2.89,22215.26,None,82,0.4,0.02,-1,-0.233443376,15
KNOCKAN-N,13,4,1,2,0,0.25,0.220082552,,48.47,-123.417,Saanich; Friends of Knockan Hill Park,3.185,2.88,0.1,5.79,49476.64,Med,111,0.51,-0.03,-2,-0.220082552,4
KNOCKAN-S,13,3,2,2,1,0.666666667,0.175281149,,48.469,-123.419,Saanich; Friends of Knockan Hill Park,1.27,1.109,0.13,4.35,62155.21,Low,97,0.6,-0.07,-1,-0.175281149,6
KONUKSON,13,1,0,1,0,0,,,48.454,-123.274,Saanich,0.595,0.565,0.05,8.31,70719.17,None,73,0.55,-0.14,0,0,-13
KONUKSON-A,13,2,0,1,0,0,,,48.455,-123.273,Saanich,0.178,0.134,0.25,2.27,72684.95,None,72,0.63,0,-1,0,-3
LAYRITZ,13,3,0,4,0,0,0.233443376,0.233972243,48.49,-123.413,Saanich,4.431,3.491,0.21,2.08,42008.72,None,107,0.51,0.06,1,0.000528867,5
LILDOUG,13,3,0,5,1,0,0.233443376,0.221818345,48.491,-123.351,Saanich,8.815,8.815,0,0.79,254285.7,High,106,0.42,-0.03,2,-0.011625032,15
MOSSROCK,13,3,1,3,1,0.333333333,0.203603356,0.192946396,48.412,-123.346,City of Victoria,2.032,1.978,0.03,7.64,51199.58,Med,82,0.7,0.02,0,-0.01065696,17
PEACOCK,13,2,1,2,1,0.5,,,48.45,-123.353,Saanich,1.146,1.034,0.1,9.92,65664.79,Low,71,0.7,0.01,0,0,19
SCAFE-E,13,5,0,6,0,0,0.229276768,0.22736051,48.492,-123.485,CRD,5.028,5.028,0,5.43,881894,Low,99,0.35,0.06,1,-0.001916258,20
SCAFE-W,13,3,0,4,0,0,0.222976815,0.224486447,48.492,-123.489,CRD,1.843,1.649,0.11,8.33,533719.8,None,76,0.38,-0.08,1,0.001509631,10
SEYMOUR-S,13,3,0,5,0,0,0.212802704,0.231030724,48.464,-123.465,CRD,3.267,3.022,0.07,3.44,2342245,None,106,0.39,-0.02,2,0.018228021,17
STEWART,13,4,0,5,0,0,0.233972243,0.231030724,48.496,-123.493,CRD,6.524,5.833,0.11,0.69,476104.7,None,105,0.33,0.02,1,-0.002941519,17
SUMMIT,13,1,1,1,0,1,,,48.446,-123.354,City of Victoria,5.882,4.961,0.16,11.26,33108.48,High,92,0.73,0.03,0,0,6
XMAS,13,3,0,5,0,0,0.233443376,0.229382787,48.474,-123.377,Christmas Hill Nature Sanctuary,8.721,8.721,0,3.44,65270.2,High,112,0.55,0.03,2,-0.00406059,9
ALBERT,15,,,,,,,,48.391,-123.49,DND,1.173,1.068,0.09,8.44,109130.2,Low,84,0.51,0,0,0,-1
BEAR-A,15,1,0,1,0,0,,,48.546,-123.409,CRD,2.146,1.824,0.15,3.64,50181.04,None,78,0.4,0.02,0,0,14
BEAR-E,15,4,0,3,0,0,0.16083729,0.182240186,48.546,-123.405,CRD,4.477,3.639,0.19,3.93,28970.14,Low,96,0.35,-0.01,-1,0.021402896,-1
BOULDER-E,15,,,1,0,,,,48.505,-123.372,Saanich,1.73,1.68,0.03,4.52,25283.02,None,94,0.44,0.02,1,0,25
BOULDER-W,15,1,0,,,0,,,48.505,-123.375,Saanich,1.113,1.067,0.04,10.17,27006.47,None,79,0.37,0.08,-1,0,15
CAMROSE,15,,,,,,,,48.454,-123.352,Saanich,1.477,1.104,0.25,1.97,69018.49,Low,66,0.7,-0.02,0,0,-3
CEDAR,15,,,,,,,,48.458,-123.347,Saanich,2.766,2.369,0.14,3.58,77929.92,High,68,0.62,0.04,0,0,19
CHATTER,15,3,1,2,0,0.333333333,0.202399466,,48.491,-123.385,Saanich,1.223,1.089,0.11,2.14,15888.79,Med,84,0.64,-0.06,-1,-0.202399466,9
DEAN-E,15,,,1,0,,,,48.61,-123.443,BC Parks,0.725,0.725,0,7.95,17421.59,High,82,0.33,0.04,1,0,8
DEAN-P,15,1,0,2,0,0,,,48.612,-123.442,BC Parks,0.769,0.769,0,9.85,17872.01,High,85,0.29,0.01,1,0,0
FKING-N,15,,,,,,,,48.487,-123.442,CRD,1.355,0.987,0.27,1.74,409167.9,None,80,0.33,0.06,0,0,14
FKING-S,15,2,0,1,0,0,,,48.477,-123.45,CRD,1.202,1.202,0,2.58,2171374,None,81,0.36,0.05,-1,0,10
GARIBALDI-W,15,,,1,0,,,,48.337,-123.58,DND,5.89,5.86,0.01,1.08,82461.15,None,95,0.28,0.04,1,0,21
GONZALES,15,1,1,,,1,,,48.414,-123.325,CRD,1.312,1.101,0.16,2.22,28234.75,Low,95,0.61,0.06,-1,0,1
GORE,15,2,0,1,0,0,,,48.567,-123.455,CRD,1.548,1.34,0.13,6.1,39619.77,High,101,0.39,0,-1,0,-2
HORTH,15,,,,,,,,48.683,-123.432,CRD,1.216,0.871,0.28,2.89,22215.26,None,82,0.4,0.02,0,0,15
KNOCKAN-N,15,1,0,,,0,,,48.47,-123.417,Saanich; Friends of Knockan Hill Park,3.185,2.88,0.1,5.79,49476.64,Med,111,0.51,-0.03,-1,0,4
KNOCKAN-S,15,1,0,1,0,0,,,48.469,-123.419,Saanich; Friends of Knockan Hill Park,1.27,1.109,0.13,4.35,62155.21,Low,97,0.6,-0.07,0,0,6
KONUKSON,15,,,,,,,,48.454,-123.274,Saanich,0.595,0.565,0.05,8.31,70719.17,None,73,0.55,-0.14,0,0,-13
KONUKSON-A,15,,,,,,,,48.455,-123.273,Saanich,0.178,0.134,0.25,2.27,72684.95,None,72,0.63,0,0,0,-3
LAYRITZ,15,,,,,,,,48.49,-123.413,Saanich,4.431,3.491,0.21,2.08,42008.72,None,107,0.51,0.06,0,0,5
LILDOUG,15,2,0,1,0,0,,,48.491,-123.351,Saanich,8.815,8.815,0,0.79,254285.7,High,106,0.42,-0.03,-1,0,15
MOSSROCK,15,,,1,0,,,,48.412,-123.346,City of Victoria,2.032,1.978,0.03,7.64,51199.58,Med,82,0.7,0.02,1,0,17
PEACOCK,15,,,,,,,,48.45,-123.353,Saanich,1.146,1.034,0.1,9.92,65664.79,Low,71,0.7,0.01,0,0,19
SCAFE-E,15,1,0,1,0,0,,,48.492,-123.485,CRD,5.028,5.028,0,5.43,881894,Low,99,0.35,0.06,0,0,20
SCAFE-W,15,,,,,,,,48.492,-123.489,CRD,1.843,1.649,0.11,8.33,533719.8,None,76,0.38,-0.08,0,0,10
SEYMOUR-S,15,,,1,0,,,,48.464,-123.465,CRD,3.267,3.022,0.07,3.44,2342245,None,106,0.39,-0.02,1,0,17
STEWART,15,3,0,3,0,0,0.167941619,0.182240186,48.496,-123.493,CRD,6.524,5.833,0.11,0.69,476104.7,None,105,0.33,0.02,0,0.014298567,17
SUMMIT,15,1,1,1,1,1,,,48.446,-123.354,City of Victoria,5.882,4.961,0.16,11.26,33108.48,High,92,0.73,0.03,0,0,6
XMAS,15,1,0,1,0,0,,,48.474,-123.377,Christmas Hill Nature Sanctuary,8.721,8.721,0,3.44,65270.2,High,112,0.55,0.03,0,0,9
ALBERT,16,2,2,3,2,1,,0.213220545,48.391,-123.49,DND,1.173,1.068,0.09,8.44,109130.2,Low,84,0.51,0,1,0.213220545,-1
BEAR-A,16,3,1,4,1,0.333333333,0.232430713,0.197710426,48.546,-123.409,CRD,2.146,1.824,0.15,3.64,50181.04,None,78,0.4,0.02,1,-0.034720287,14
BEAR-E,16,3,1,4,1,0.333333333,0.232430713,0.197710426,48.546,-123.405,CRD,4.477,3.639,0.19,3.93,28970.14,Low,96,0.35,-0.01,1,-0.034720287,-1
BOULDER-E,16,2,1,4,1,0.5,,0.197710426,48.505,-123.372,Saanich,1.73,1.68,0.03,4.52,25283.02,None,94,0.44,0.02,2,0.197710426,25
BOULDER-W,16,3,1,4,1,0.333333333,0.232430713,0.197710426,48.505,-123.375,Saanich,1.113,1.067,0.04,10.17,27006.47,None,79,0.37,0.08,1,-0.034720287,15
CAMROSE,16,1,1,3,2,1,,0.203276474,48.454,-123.352,Saanich,1.477,1.104,0.25,1.97,69018.49,Low,66,0.7,-0.02,2,0.203276474,-3
CEDAR,16,2,1,2,1,0.5,,,48.458,-123.347,Saanich,2.766,2.369,0.14,3.58,77929.92,High,68,0.62,0.04,0,0,19
CHATTER,16,2,2,2,2,1,,,48.491,-123.385,Saanich,1.223,1.089,0.11,2.14,15888.79,Med,84,0.64,-0.06,0,0,9
DEAN-E,16,3,1,3,1,0.333333333,0.232430713,0.232430713,48.61,-123.443,BC Parks,0.725,0.725,0,7.95,17421.59,High,82,0.33,0.04,0,0,8
DEAN-P,16,3,1,3,1,0.333333333,0.232430713,0.232430713,48.612,-123.442,BC Parks,0.769,0.769,0,9.85,17872.01,High,85,0.29,0.01,0,0,0
FKING-N,16,2,0,1,0,0,,,48.487,-123.442,CRD,1.355,0.987,0.27,1.74,409167.9,None,80,0.33,0.06,-1,0,14
FKING-S,16,3,1,3,1,0.333333333,0.232430713,0.232430713,48.477,-123.45,CRD,1.202,1.202,0,2.58,2171374,None,81,0.36,0.05,0,0,10
GARIBALDI-W,16,5,2,5,2,0.4,0.192125391,0.192125391,48.337,-123.58,DND,5.89,5.86,0.01,1.08,82461.15,None,95,0.28,0.04,0,0,21
GONZALES,16,4,4,4,4,1,0.211596064,0.211596064,48.414,-123.325,CRD,1.312,1.101,0.16,2.22,28234.75,Low,95,0.61,0.06,0,0,1
GORE,16,3,1,4,1,0.333333333,0.232430713,0.197710426,48.567,-123.455,CRD,1.548,1.34,0.13,6.1,39619.77,High,101,0.39,0,1,-0.034720287,-2
HORTH,16,4,2,4,2,0.5,0.210597128,0.210597128,48.683,-123.432,CRD,1.216,0.871,0.28,2.89,22215.26,None,82,0.4,0.02,0,0,15
KNOCKAN-N,16,4,3,5,3,0.75,0.173340461,0.209811375,48.47,-123.417,Saanich; Friends of Knockan Hill Park,3.185,2.88,0.1,5.79,49476.64,Med,111,0.51,-0.03,1,0.036470914,4
KNOCKAN-S,16,4,2,3,2,0.5,0.210597128,0.213220545,48.469,-123.419,Saanich; Friends of Knockan Hill Park,1.27,1.109,0.13,4.35,62155.21,Low,97,0.6,-0.07,-1,0.002623416,6
KONUKSON,16,3,3,4,2,1,0.233413566,0.211261309,48.454,-123.274,Saanich,0.595,0.565,0.05,8.31,70719.17,None,73,0.55,-0.14,1,-0.022152256,-13
KONUKSON-A,16,4,3,2,1,0.75,0.217339467,,48.455,-123.273,Saanich,0.178,0.134,0.25,2.27,72684.95,None,72,0.63,0,-2,-0.217339467,-3
LAYRITZ,16,4,2,5,2,0.5,0.210597128,0.192125391,48.49,-123.413,Saanich,4.431,3.491,0.21,2.08,42008.72,None,107,0.51,0.06,1,-0.018471738,5
LILDOUG,16,5,3,6,3,0.6,0.208327287,0.198105316,48.491,-123.351,Saanich,8.815,8.815,0,0.79,254285.7,High,106,0.42,-0.03,1,-0.010221971,15
MOSSROCK,16,4,4,4,4,1,0.211596064,0.211596064,48.412,-123.346,City of Victoria,2.032,1.978,0.03,7.64,51199.58,Med,82,0.7,0.02,0,0,17
PEACOCK,16,4,4,4,4,1,0.211596064,0.211596064,48.45,-123.353,Saanich,1.146,1.034,0.1,9.92,65664.79,Low,71,0.7,0.01,0,0,19
SCAFE-E,16,3,1,4,1,0.333333333,0.232430713,0.197710426,48.492,-123.485,CRD,5.028,5.028,0,5.43,881894,Low,99,0.35,0.06,1,-0.034720287,20
SCAFE-W,16,3,1,3,1,0.333333333,0.232430713,0.232430713,48.492,-123.489,CRD,1.843,1.649,0.11,8.33,533719.8,None,76,0.38,-0.08,0,0,10
SEYMOUR-S,16,3,1,4,2,0.333333333,0.232430713,0.217219728,48.464,-123.465,CRD,3.267,3.022,0.07,3.44,2342245,None,106,0.39,-0.02,1,-0.015210986,17
STEWART,16,4,2,6,3,0.5,0.210597128,0.196073872,48.496,-123.493,CRD,6.524,5.833,0.11,0.69,476104.7,None,105,0.33,0.02,2,-0.014523256,17
SUMMIT,16,4,4,3,3,1,0.211596064,0.212176654,48.446,-123.354,City of Victoria,5.882,4.961,0.16,11.26,33108.48,High,92,0.73,0.03,-1,0.00058059,6
XMAS,16,2,2,4,3,1,,0.224099783,48.474,-123.377,Christmas Hill Nature Sanctuary,8.721,8.721,0,3.44,65270.2,High,112,0.55,0.03,2,0.224099783,9
ALBERT,17,8,6,9,6,0.75,0.220329564,0.214231141,48.391,-123.49,DND,1.173,1.068,0.09,8.44,109130.2,Low,84,0.51,0,1,-0.006098424,-1
BEAR-A,17,4,3,5,3,0.75,0.20797013,0.203919283,48.546,-123.409,CRD,2.146,1.824,0.15,3.64,50181.04,None,78,0.4,0.02,1,-0.004050848,14
BEAR-E,17,5,4,4,3,0.8,0.206544297,0.195522132,48.546,-123.405,CRD,4.477,3.639,0.19,3.93,28970.14,Low,96,0.35,-0.01,-1,-0.011022165,-1
BOULDER-E,17,5,5,9,8,1,0.200471004,0.209049817,48.505,-123.372,Saanich,1.73,1.68,0.03,4.52,25283.02,None,94,0.44,0.02,4,0.008578813,25
BOULDER-W,17,5,4,6,5,0.8,0.207214095,0.205363445,48.505,-123.375,Saanich,1.113,1.067,0.04,10.17,27006.47,None,79,0.37,0.08,1,-0.001850649,15
CAMROSE,17,11,10,7,7,0.909090909,0.20981888,0.206341967,48.454,-123.352,Saanich,1.477,1.104,0.25,1.97,69018.49,Low,66,0.7,-0.02,-4,-0.003476912,-3
CEDAR,17,10,9,10,9,0.9,0.214520987,0.202854045,48.458,-123.347,Saanich,2.766,2.369,0.14,3.58,77929.92,High,68,0.62,0.04,0,-0.011666941,19
CHATTER,17,7,7,9,8,1,0.1837871,0.187437738,48.491,-123.385,Saanich,1.223,1.089,0.11,2.14,15888.79,Med,84,0.64,-0.06,2,0.003650638,9
DEAN-E,17,2,2,4,3,1,,0.214877176,48.61,-123.443,BC Parks,0.725,0.725,0,7.95,17421.59,High,82,0.33,0.04,2,0.214877176,8
DEAN-P,17,2,2,4,3,1,,0.172393585,48.612,-123.442,BC Parks,0.769,0.769,0,9.85,17872.01,High,85,0.29,0.01,2,0.172393585,0
FKING-N,17,3,2,4,2,0.666666667,0.197949534,0.180792709,48.487,-123.442,CRD,1.355,0.987,0.27,1.74,409167.9,None,80,0.33,0.06,1,-0.017156825,14
FKING-S,17,3,2,5,3,0.666666667,0.219965159,0.220675182,48.477,-123.45,CRD,1.202,1.202,0,2.58,2171374,None,81,0.36,0.05,2,0.000710023,10
GARIBALDI-W,17,5,4,6,4,0.8,0.196134074,0.195742416,48.337,-123.58,DND,5.89,5.86,0.01,1.08,82461.15,None,95,0.28,0.04,1,-0.000391658,21
GONZALES,17,9,8,8,7,0.888888889,0.211863888,0.187661098,48.414,-123.325,CRD,1.312,1.101,0.16,2.22,28234.75,Low,95,0.61,0.06,-1,-0.02420279,1
GORE,17,5,5,8,5,1,0.214045291,0.19869168,48.567,-123.455,CRD,1.548,1.34,0.13,6.1,39619.77,High,101,0.39,0,3,-0.015353612,-2
HORTH,17,5,4,5,5,0.8,0.214375543,0.208529672,48.683,-123.432,CRD,1.216,0.871,0.28,2.89,22215.26,None,82,0.4,0.02,0,-0.005845872,15
KNOCKAN-N,17,9,9,8,7,1,0.199331968,0.20546746,48.47,-123.417,Saanich; Friends of Knockan Hill Park,3.185,2.88,0.1,5.79,49476.64,Med,111,0.51,-0.03,-1,0.006135492,4
KNOCKAN-S,17,10,9,10,8,0.9,0.213862063,0.213673165,48.469,-123.419,Saanich; Friends of Knockan Hill Park,1.27,1.109,0.13,4.35,62155.21,Low,97,0.6,-0.07,0,-0.000188899,6
KONUKSON,17,9,9,10,9,1,0.193279337,0.189197463,48.454,-123.274,Saanich,0.595,0.565,0.05,8.31,70719.17,None,73,0.55,-0.14,1,-0.004081874,-13
KONUKSON-A,17,6,6,3,3,1,0.179484555,0.212534319,48.455,-123.273,Saanich,0.178,0.134,0.25,2.27,72684.95,None,72,0.63,0,-3,0.033049764,-3
LAYRITZ,17,11,9,11,8,0.818181818,0.200918555,0.19281699,48.49,-123.413,Saanich,4.431,3.491,0.21,2.08,42008.72,None,107,0.51,0.06,0,-0.008101565,5
LILDOUG,17,5,5,8,7,1,0.198808692,0.183605203,48.491,-123.351,Saanich,8.815,8.815,0,0.79,254285.7,High,106,0.42,-0.03,3,-0.01520349,15
MOSSROCK,17,9,8,11,9,0.888888889,0.211863888,0.203351245,48.412,-123.346,City of Victoria,2.032,1.978,0.03,7.64,51199.58,Med,82,0.7,0.02,2,-0.008512643,17
PEACOCK,17,10,9,12,10,0.9,0.213862063,0.205039506,48.45,-123.353,Saanich,1.146,1.034,0.1,9.92,65664.79,Low,71,0.7,0.01,2,-0.008822557,19
SCAFE-E,17,4,3,6,4,0.75,0.20797013,0.210044846,48.492,-123.485,CRD,5.028,5.028,0,5.43,881894,Low,99,0.35,0.06,2,0.002074716,20
SCAFE-W,17,4,4,5,4,1,0.171886457,0.193492906,48.492,-123.489,CRD,1.843,1.649,0.11,8.33,533719.8,None,76,0.38,-0.08,1,0.021606449,10
SEYMOUR-S,17,5,4,9,7,0.8,0.216257365,0.206238064,48.464,-123.465,CRD,3.267,3.022,0.07,3.44,2342245,None,106,0.39,-0.02,4,-0.010019302,17
STEWART,17,5,4,7,5,0.8,0.196134074,0.202793296,48.496,-123.493,CRD,6.524,5.833,0.11,0.69,476104.7,None,105,0.33,0.02,2,0.006659222,17
SUMMIT,17,8,7,9,8,0.875,0.200848886,0.198198908,48.446,-123.354,City of Victoria,5.882,4.961,0.16,11.26,33108.48,High,92,0.73,0.03,1,-0.002649978,6
XMAS,17,10,9,10,8,0.9,0.210766953,0.207874162,48.474,-123.377,Christmas Hill Nature Sanctuary,8.721,8.721,0,3.44,65270.2,High,112,0.55,0.03,0,-0.002892791,9
ALBERT,18,1,0,,,0,,,48.391,-123.49,DND,1.173,1.068,0.09,8.44,109130.2,Low,84,0.51,0,-1,0,-1
BEAR-A,18,,,2,1,,,,48.546,-123.409,CRD,2.146,1.824,0.15,3.64,50181.04,None,78,0.4,0.02,2,0,14
BEAR-E,18,,,2,1,,,,48.546,-123.405,CRD,4.477,3.639,0.19,3.93,28970.14,Low,96,0.35,-0.01,2,0,-1
BOULDER-E,18,1,0,3,1,0,,0.189283742,48.505,-123.372,Saanich,1.73,1.68,0.03,4.52,25283.02,None,94,0.44,0.02,2,0.189283742,25
BOULDER-W,18,,,1,0,,,,48.505,-123.375,Saanich,1.113,1.067,0.04,10.17,27006.47,None,79,0.37,0.08,1,0,15
CAMROSE,18,,,1,1,,,,48.454,-123.352,Saanich,1.477,1.104,0.25,1.97,69018.49,Low,66,0.7,-0.02,1,0,-3
CEDAR,18,,,,,,,,48.458,-123.347,Saanich,2.766,2.369,0.14,3.58,77929.92,High,68,0.62,0.04,0,0,19
CHATTER,18,1,0,2,1,0,,,48.491,-123.385,Saanich,1.223,1.089,0.11,2.14,15888.79,Med,84,0.64,-0.06,1,0,9
DEAN-E,18,1,0,,,0,,,48.61,-123.443,BC Parks,0.725,0.725,0,7.95,17421.59,High,82,0.33,0.04,-1,0,8
DEAN-P,18,,,1,1,,,,48.612,-123.442,BC Parks,0.769,0.769,0,9.85,17872.01,High,85,0.29,0.01,1,0,0
FKING-N,18,,,,,,,,48.487,-123.442,CRD,1.355,0.987,0.27,1.74,409167.9,None,80,0.33,0.06,0,0,14
FKING-S,18,,,,,,,,48.477,-123.45,CRD,1.202,1.202,0,2.58,2171374,None,81,0.36,0.05,0,0,10
GARIBALDI-W,18,,,1,0,,,,48.337,-123.58,DND,5.89,5.86,0.01,1.08,82461.15,None,95,0.28,0.04,1,0,21
GONZALES,18,1,1,2,1,1,,,48.414,-123.325,CRD,1.312,1.101,0.16,2.22,28234.75,Low,95,0.61,0.06,1,0,1
GORE,18,,,2,0,,,,48.567,-123.455,CRD,1.548,1.34,0.13,6.1,39619.77,High,101,0.39,0,2,0,-2
HORTH,18,1,0,1,0,0,,,48.683,-123.432,CRD,1.216,0.871,0.28,2.89,22215.26,None,82,0.4,0.02,0,0,15
KNOCKAN-N,18,2,1,2,1,0.5,,,48.47,-123.417,Saanich; Friends of Knockan Hill Park,3.185,2.88,0.1,5.79,49476.64,Med,111,0.51,-0.03,0,0,4
KNOCKAN-S,18,1,0,2,1,0,,,48.469,-123.419,Saanich; Friends of Knockan Hill Park,1.27,1.109,0.13,4.35,62155.21,Low,97,0.6,-0.07,1,0,6
KONUKSON,18,,,1,1,,,,48.454,-123.274,Saanich,0.595,0.565,0.05,8.31,70719.17,None,73,0.55,-0.14,1,0,-13
KONUKSON-A,18,,,1,1,,,,48.455,-123.273,Saanich,0.178,0.134,0.25,2.27,72684.95,None,72,0.63,0,1,0,-3
LAYRITZ,18,1,0,1,1,0,,,48.49,-123.413,Saanich,4.431,3.491,0.21,2.08,42008.72,None,107,0.51,0.06,0,0,5
LILDOUG,18,2,0,4,2,0,,0.212345037,48.491,-123.351,Saanich,8.815,8.815,0,0.79,254285.7,High,106,0.42,-0.03,2,0.212345037,15
MOSSROCK,18,2,1,2,1,0.5,,,48.412,-123.346,City of Victoria,2.032,1.978,0.03,7.64,51199.58,Med,82,0.7,0.02,0,0,17
PEACOCK,18,1,0,1,1,0,,,48.45,-123.353,Saanich,1.146,1.034,0.1,9.92,65664.79,Low,71,0.7,0.01,0,0,19
